position,song_id,song_name,artist,streams,last_week_position,weeks_on_chart,peak_position,position_status,year,week
115,2LwjA3u1bTgnhfbR4MsPxw,Because of You,Shota Shimizu,33539,91.0,18,58,-24,2017,18
116,3NdDpSvN911VPGivFlV5d0,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,33340,114.0,18,76,-2,2017,18
117,2kPpxNSgXRvu5yqkRLKJIu,Winter Wonderland / Don't Worry Be Happy (feat. Tori Kelly),Pentatonix,33098,,1,117,new,2017,18
118,6WbADFqMvR8N5u0BvtsWQE,Without You (feat. Sandro Cavazza),Avicii,33080,110.0,18,10,-8,2017,18
119,3hB5DgAiMAQ4DzYbsMq1IT,Love Yourself,Justin Bieber,32939,108.0,18,70,-11,2017,18
120,3eR23VReFzcdmS7TYCrhCe,It Ain't Me (with Selena Gomez),Kygo,32787,116.0,18,64,-4,2017,18
121,6EpRaXYhGOB3fj4V2uDkMJ,Strip That Down,Liam Payne,32776,117.0,18,26,-4,2017,18
122,0GhhU1qpdbKG1AUMKkFGbi,366日,HY,31957,124.0,10,122,2,2017,18
123,7Hz6LLOVxrojLPIHJJ1S0E,Have Yourself A Merry Little Christmas,Sam Smith,31896,,1,123,new,2017,18
124,1P3cdB5wydoRlTFRz0bNLO,Take what you want (featuring 5 Seconds of Summer),ONE OK ROCK,31754,101.0,16,66,-23,2017,18
125,494OU6M7NOf4ICYb4zWCf5,Sugar,Maroon 5,31610,119.0,18,92,-6,2017,18
126,4AW9Fobw3ENnOFDKwKdq7Q,普通の今夜のことを ー let tonight be forever remembered ー,Daichi Miura,31552,111.0,10,80,-15,2017,18
127,5YP52gnoypy9H1jg5RIwUW,ロビンソン,SPITZ,31353,170.0,3,127,43,2017,18
128,6IcrwGdIvRsrImOnoYfG9Z,See You Again (feat. Charlie Puth),Wiz Khalifa,31292,121.0,18,113,-7,2017,18
129,18SSDuDfgGNir2UmKorq7U,Everything,MISIA,31148,142.0,4,129,13,2017,18
130,1Eck97uRMlprKOOJN9oO1E,Good Life (with G-Eazy & Kehlani),G-Eazy,31142,122.0,18,118,-8,2017,18
131,43ZyHQITOjhciSUUNPVRHc,Gucci Gang,Lil Pump,31113,94.0,12,64,-37,2017,18
132,1Slwb6dOYkBlWal1PGtnNg,Thinking out Loud,Ed Sheeran,30928,130.0,18,125,-2,2017,18
133,68EMU2RD1ECNeOeJ5qAXCV,We Don't Talk Anymore,Charlie Puth,30818,131.0,18,96,-2,2017,18
134,5nq1uTNIR1cBR72T87viS0,Go Go,BTS,30785,157.0,15,40,23,2017,18
135,4pLwZjInHj3SimIyN9SnOz,Side To Side,Ariana Grande,30534,120.0,18,77,-15,2017,18
136,5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,30519,152.0,18,136,16,2017,18
137,60QO7SvW5aaFgMLvltlr6E,Overflows~言葉にできなくて~,Naoto,30459,104.0,13,104,-33,2017,18
138,3B54sVLJ402zGa6Xm4YGNe,Unforgettable,French Montana,30366,89.0,18,18,-49,2017,18
139,6CQ5WvprBENUd53lv9UzAh,Pieces of a Dream,CHEMISTRY,30308,149.0,3,139,10,2017,18
140,5bcTCxgc7xVfSaMV3RuVke,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,29591,146.0,17,8,6,2017,18
141,6Qq8UOS6QzeSYFUVXC5wEB,何度でも,DREAMS COME TRUE,29572,145.0,2,141,4,2017,18
142,4tCtwWceOPWzenK2HAIJSb,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,29487,127.0,18,95,-15,2017,18
143,0EMcGnATwfcWbxmQKBJhB2,We are the light,miwa,29470,123.0,3,121,-20,2017,18
144,6YtmVjtDWDbac5tcto0BAn,Sobakasu,JUDY AND MARY,29127,169.0,8,144,25,2017,18
145,1X2Zd5wKGbY1oKzb8dzJRy,Break Free,Ariana Grande,29110,135.0,18,87,-10,2017,18
146,5tz69p7tJuGPeMGwNTxYuV,1-800-273-8255,Logic,29036,90.0,18,27,-56,2017,18
147,1KT0xdIjm7t053xByACrrg,美女と野獣,Ariana Grande,28963,160.0,18,110,13,2017,18
148,7fSPXg9avmHAkLopHA7YFe,Down,Fifth Harmony,28910,134.0,6,131,-14,2017,18
149,3iceeQ5PJPmkL6X8qwX28v,Winter Lights,Ovall,28876,,1,149,new,2017,18
150,4pdPtRcBmOSQDlJ3Fk945m,Let Me Love You,DJ Snake,28762,137.0,18,112,-13,2017,18
151,7inXu0Eaeg02VsM8kHNvzM,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,28641,,1,151,new,2017,18
152,2rb5MvYT7ZIxbKW5hfcHx8,Mi Gente,J Balvin,28641,115.0,18,17,-37,2017,18
153,6PCUP3dWmTjcTtXY02oFdT,Castle on the Hill,Ed Sheeran,28399,161.0,18,141,8,2017,18
154,4feDzcxtXRU8clyOluco5Y,どんなときも。,Noriyuki Makihara,28336,162.0,2,154,8,2017,18
155,5SDVaYU4nfaIV0rNSlWSCa,三日月,ayaka,28320,147.0,12,147,-8,2017,18
156,1b005eRoP2UMjLud1FMzMG,おとなの掟,Sheena Ringo,28275,,1,156,new,2017,18
157,1vBVxhdaJWb1Eca4yc7K4t,Michi,EXILE,28240,176.0,16,150,19,2017,18
158,71bBFbfn2OBK5QwUJSLS44,More Than You Know,Axwell /\ Ingrosso,28048,151.0,2,151,-7,2017,18
159,6KerECWKSko16Qbof4gwst,Merry & Happy,TWICE,27864,158.0,2,158,-1,2017,18
160,5KaplUYIDvsFe69z7UArVt,光榮之橋,Yuzu,27682,,1,160,new,2017,18
161,0tKcYR2II1VCQWT79i5NrW,Thunder,Imagine Dragons,27609,109.0,18,47,-52,2017,18
162,7EI6Iki24tBHAMxtb4xQN2,Anywhere,Rita Ora,27591,125.0,5,62,-37,2017,18
163,3A0VFRUxhqpJeOxo0rklqC,友よ 〜 この先もずっと・・・,Ketsumeishi,27508,172.0,9,159,9,2017,18
164,4R7QVSqBN0koJHcOL7PGb5,SIGNAL - Japanese ver.,TWICE,27437,175.0,18,44,11,2017,18
165,1Zyd6zQnC6XIIzmg3hP7Ot,As If It's Your Last,BLACKPINK,27337,154.0,17,70,-11,2017,18
166,2GrYIUrAYK5TZhSh0RJV6H,Fantastic Boy,BIGBANG,26972,163.0,6,148,-3,2017,18
167,5UnRutJ5phJ9Ti4WnFgEoJ,CHEER UP - Japanese ver.,TWICE,26900,187.0,18,56,20,2017,18
168,6Upu6yjkdi0DVI8E3IBZEU,Don't Wanna Cry,SEVENTEEN,26811,156.0,4,106,-12,2017,18
169,2SYa5Lx1uoCvyDIW4oee9b,MIC Drop,BTS,26700,196.0,14,45,27,2017,18
170,2yLa0QULdQr0qAIvVwN6B5,...Ready For It?,Taylor Swift,26570,155.0,4,109,-15,2017,18
171,6IghCx6jRj5VHEmXKQH2pR,Re:make,ONE OK ROCK,26452,159.0,18,92,-12,2017,18
172,4pLwn8PSL0aW11gTO9LTJ8,NAO,HY,26237,164.0,9,139,-8,2017,18
173,6kex4EBAj0WHXDKZMEJaaF,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,26217,179.0,18,38,6,2017,18
174,2GLp1Arz4ZtihdjdL9m80W,愛してるのに、愛せない,AAA,26198,165.0,18,145,-9,2017,18
175,5C5m0n29iXtAg5cQZt6cEN,Love ☆ Queen,E-girls,26185,,8,115,re-enter,2017,18
176,0cTVZh7F5sV1Sd4KxVgmDS,海の声,Taro Urashima,26153,,1,176,new,2017,18
177,0XLOf9LhyazPX9Ld8jPiUq,Fetish (feat. Gucci Mane),Selena Gomez,26137,174.0,11,35,-3,2017,18
178,21z1GxeHjfD3qkaF5CgCTO,Silhouette,KANA-BOON,26097,143.0,18,88,-35,2017,18
179,6DNtNfH8hXkqOX1sjqmI7p,Cold Water (feat. Justin Bieber & MØ),Major Lazer,26001,182.0,16,149,3,2017,18
180,6U1HaCuOL1ZouGk0OEpEbS,HAPPY,J Soul Brothers III from EXILE TRIBE,25749,,4,164,re-enter,2017,18
181,0Qh38w01QRXK6KHIv0e3hb,What About Us,P!nk,25715,181.0,11,24,0,2017,18
182,2k84FgJC2Qbj8lRf0lp1Qn,はじまりの予感,Ketsumeishi,25630,167.0,12,106,-15,2017,18
183,6QgjcU0zLnzq5OrUoSZ3OK,Feel It Still,Portugal. The Man,25487,140.0,16,44,-43,2017,18
184,1Qg9jWGDkKAGZXj5v2OG59,Wait,Maroon 5,25362,177.0,7,130,-7,2017,18
185,2bnUATKYS3JykGpZjjlbXV,Like OOH-AHH - Japanese ver.,TWICE,25361,,17,71,re-enter,2017,18
186,1cImYkHOQMFE7AZC9aOk4y,Jingle Bell Rock,Bobby Helms,25176,,1,186,new,2017,18
187,2DQ1ITjI0YoLFzuADN1ZBW,No Limit,G-Eazy,25157,113.0,2,113,-74,2017,18
188,6VpQdig9pdpTSIFItgkJV5,Never Be the Same,Camila Cabello,25155,153.0,3,139,-35,2017,18
189,6RWaeePOtZROiS2kyQhMs3,Truthfully,DNCE,25116,190.0,8,168,1,2017,18
190,40k5LCBydpXyLZkMulJqzX,MIC Drop - Japanese ver.,BTS,25105,183.0,3,141,-7,2017,18
191,4COgXCkA1Nqg3sL1yNxNzy,おいしい季節,Sheena Ringo,25013,126.0,4,68,-65,2017,18
192,6iu311jZAJFLPgoIWgrA72,BANG BANG BANG - KR Ver.,BIGBANG,24946,191.0,8,165,-1,2017,18
193,1ZY1PqizIl78geGM4xWlEA,Gorgeous,Taylor Swift,24798,,2,173,re-enter,2017,18
194,598BrgIdXL6jRUKyzZQIWa,Only Holy Story,STEADY&CO.,24762,,1,194,new,2017,18
195,7Deab1qNhkyO5q6rXmVLkO,Dirty Work,Austin Mahone,24581,200.0,3,160,5,2017,18
196,1qAPA8TooLVEqAZ58fhcrt,BOOMBAYAH - KR Ver.,BLACKPINK,24519,192.0,18,74,-4,2017,18
197,3NkkcnnKrNHv4AiGaPdD76,Energetic,Wanna One,24499,,2,178,re-enter,2017,18
198,1pdPwEGe8y7GcqEqma8CR6,クリスマス -white falcon & blue christmas- remixed by 小西康陽,Sunny Day Service,24394,,1,198,new,2017,18
199,7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,Kendrick Lamar,24320,118.0,15,67,-81,2017,18
200,75ZvA4QfFiZvzhj2xkaWAh,I Fall Apart,Post Malone,24294,144.0,12,78,-56,2017,18
1,7qiZfU4dY1lWllzX7mPBI3,Shape of You,Ed Sheeran,173119,1.0,19,1,0,2018,1
2,4IouQaO9GkaHC7AtMErdSa,打上花火,DAOKO,136879,2.0,3,2,0,2018,1
3,0PAyiPTz8gL0udQnSasc5G,TT - Japanese ver.,TWICE,118759,6.0,19,3,3,2018,1
4,0I20rLT2MJDhcF96AjbNYo,Stay,Zedd,105155,,1,4,new,2018,1
5,7EmGUiUaOSGDnUUQUDrOXC,Wolves,Selena Gomez,100370,4.0,10,2,-1,2018,1
6,3hBBKuWJfxlIlnd9QFoC8k,What Lovers Do (feat. SZA),Maroon 5,97583,5.0,9,3,-1,2018,1
7,0YAMQSmHk6BSUGTYpaoqTJ,Wherever you are,ONE OK ROCK,97363,7.0,19,7,0,2018,1
8,40cPkRjw5aLQIOjaqgUVnB,RAIN,SEKAI NO OWARI,94489,20.0,16,8,12,2018,1
9,2ekn2ttSfGqwhhate0LSR0,New Rules,Dua Lipa,92073,10.0,19,4,1,2018,1
10,2gasr6aemUqZIBBN05EO03,My Boo,Shota Shimizu,88399,9.0,19,5,-1,2018,1
11,7CmWXD3w1xOO53AAO4LRVQ,愛をこめて花束を,Superfly,88168,13.0,19,11,2,2018,1
12,7BKLCZ1jbUBVqRi2FVlTVw,Closer,The Chainsmokers,87419,24.0,19,12,12,2018,1
13,6RUKPb4LETWmmr3iAEQktW,Something Just Like This,The Chainsmokers,87249,30.0,19,11,17,2018,1
14,0ofbQMrRDsUaVKq2mGLEAb,Havana,Camila Cabello,87221,12.0,19,6,-2,2018,1
15,4Eb5cLWxKQUoUQaKUYSRgI,LIKEY,TWICE,86647,8.0,10,5,-7,2018,1
16,46gSY0U7ZZCmd7EuJuo15N,恋音と雨空,AAA,86269,11.0,19,9,-5,2018,1
17,5CtI0qwDJkDQGwXD1H1cLb,Despacito - Remix,Luis Fonsi,83220,39.0,19,5,22,2018,1
18,0ve9Tpz8Yw0I4eXhWsy21o,ワタリドリ,[Alexandros],81952,15.0,19,15,-3,2018,1
19,5AEtlRudpgdT5FtNiuly6Y,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,78070,16.0,16,10,-3,2018,1
20,7iXHLtPosbHvglVSJ4rxLq,愛唄,GReeeeN,76913,17.0,19,17,-3,2018,1
21,4iLqG9SeJSnt0cSPICSjxv,Attention,Charlie Puth,76875,31.0,19,13,10,2018,1
22,0tgVpDi06FyKpA1z0VMD4v,Perfect,Ed Sheeran,74395,27.0,19,12,5,2018,1
23,7vwXjDrZT2mqiFynlEwwgG,さよならの前に,AAA,72365,21.0,19,21,-2,2018,1
24,1x5sYLZiu9r5E43kMlt9f8,Symphony (feat. Zara Larsson),Clean Bandit,72013,35.0,19,24,11,2018,1
25,32DGGj6KlNuBr6WaqRxpxi,How Long,Charlie Puth,70162,22.0,13,8,-3,2018,1
26,6PO8T4qt3FHfauSs98zO9j,Dream,Shota Shimizu,69806,26.0,19,17,0,2018,1
27,7swIKcU4tFRk4iFJpi12Fg,小さな恋のうた,MONGOL800,69393,25.0,19,25,-2,2018,1
28,5SE57ljOIUJ1ybL9U6CuBH,DNA,BTS,69188,43.0,16,3,15,2018,1
29,5Bg0HkfaRYRx8A7tMrjT9Z,君が好き,Shota Shimizu,68535,23.0,19,16,-6,2018,1
30,468Jl0mOuztlhQDKMhO8Rq,BIG CITY RODEO,GENERATIONS from EXILE TRIBE,67843,19.0,10,19,-11,2018,1
31,7ztdl6cnbJgHRdMkKldkts,キセキ,GReeeeN,66665,29.0,19,29,-2,2018,1
32,1mXVgsBdtIVeCLJnSnmtdV,Too Good At Goodbyes,Sam Smith,65961,28.0,9,10,-4,2018,1
33,79cuOz3SPQTuFrp8WgftAu,There's Nothing Holdin' Me Back,Shawn Mendes,64241,57.0,19,15,24,2018,1
34,3DXncPQOG4VBw3QHh3S817,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,63483,69.0,19,7,35,2018,1
35,3pzjHKrQSvXGHQ98dx18HI,What Do You Mean?,Justin Bieber,62530,48.0,19,35,13,2018,1
36,7nZmah2llfvLDiUjm0kiyz,Friends (with BloodPop®),Justin Bieber,62282,38.0,19,4,2,2018,1
37,6q2cJXwzu89N8okT69L7KC,One More Time,TWICE,60233,37.0,12,3,0,2018,1
38,6gxF4ibm6S95UUC6vyIiln,Heart Shaker,TWICE,59427,34.0,3,30,-4,2018,1
39,0NiXXAI876aGImAd6rTj8w,Mama,Jonas Blue,59041,62.0,19,7,23,2018,1
40,4f3nDjgqXurMryYBSp0TZD,The Beginning,ONE OK ROCK,58658,56.0,19,40,16,2018,1
41,5ofnFjLvOgZP94zmDXi3HT,Influencer,Nogizaka46,58376,,1,41,new,2018,1
42,4m8ayeTlVnsYAtR42NhDqZ,WanteD! WanteD!,Mrs. GREEN APPLE,58158,40.0,19,10,-2,2018,1
43,73xYYths9kvmFvYsd9gC9Z,楓,SPITZ,54986,41.0,4,41,-2,2018,1
44,3m660poUr1chesgkkjQM7P,Sorry Not Sorry,Demi Lovato,54831,61.0,14,8,17,2018,1
45,3A7qX2QjDlPnazUsRk5y0M,2U (feat. Justin Bieber),David Guetta,54187,79.0,19,6,34,2018,1
46,0afhq8XCExXpqazXczTSve,Galway Girl,Ed Sheeran,53643,78.0,19,46,32,2018,1
47,1bhUWB0zJMIKr9yVPrkEuI,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,53530,36.0,5,8,-11,2018,1
48,0mf82mK5aeZm4vN9HM2InQ,I LOVE YOU,Chris Hart,53407,32.0,5,24,-16,2018,1
49,5troof8mcGO3AafoDbk1gc,Look What You Made Me Do,Taylor Swift,53144,,1,49,new,2018,1
50,7wGoVu4Dady5GV0Sv4UIsx,rockstar,Post Malone,53092,51.0,13,14,1,2018,1
51,4c2W3VKsOFoIg2SFaO6DY5,Your Song,Rita Ora,51950,67.0,19,16,16,2018,1
52,66KjxbYrSBdnxJcHjnLM7o,ONE,Aimer,51897,33.0,12,29,-19,2018,1
53,2xmrfQpmS2iJExTlklLoAL,I Miss You (feat. Julia Michaels),Clean Bandit,51725,44.0,10,21,-9,2018,1
54,0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,Bruno Mars,51038,97.0,19,43,43,2018,1
55,6IxWbmElUUj7AstEEzIgtl,LIFE,AAA,50525,42.0,14,35,-13,2018,1
56,2OALaHcDdKkjYEpAr0Qzab,Lonely Together (feat. Rita Ora),Avicii,50492,50.0,19,11,-6,2018,1
57,4clwFLZjrvTtnrMviJnVKh,花,ORANGE RANGE,49877,55.0,14,55,-2,2018,1
58,6wVOY8vYQhBWcozuiUdzGG,ゲリラ × 向井太一,AKKOGORILLA,49499,,1,58,new,2018,1
59,0eio2xxlLcgMCSMPgJseeI,R.Y.U.S.E.I.,J Soul Brothers III from EXILE TRIBE,48633,52.0,12,52,-7,2018,1
60,0albLGvYx6ftOUJ7KF0i5I,STAY TUNE,Suchmos,47067,75.0,19,60,15,2018,1
61,6CU3VvoeQgkg4Wb1vS0zj7,Chocolate,CHANMINA,46344,46.0,8,18,-15,2018,1
62,5PF0IW8iHqOcTWAyRqiDzb,Home,Shota Shimizu,45910,60.0,19,54,-2,2018,1
63,5UEnHoDYpsxlfzWLZIc7LD,River (feat. Ed Sheeran),Eminem,45649,49.0,3,49,-14,2018,1
64,7vGuf3Y35N4wmASOKLUVVU,Silence,Marshmello,45486,59.0,19,26,-5,2018,1
65,17DfKcV1gBdfMBdzsf4NQx,Kataomoi,miwa,44970,63.0,19,52,-2,2018,1
66,72jbDTw1piOOj770jWNeaG,Paris,The Chainsmokers,44657,94.0,19,66,28,2018,1
67,1nMbZ9OsVNSLEyijI80EST,TT,TWICE,44571,92.0,19,36,25,2018,1
68,1j4kHkkpqZRBwE0A4CN4Yv,Dusk Till Dawn - Radio Edit,ZAYN,43478,66.0,17,18,-2,2018,1
69,69bp2EbF7Q2rqc5N3ylezZ,Sorry,Justin Bieber,43356,84.0,19,58,15,2018,1
70,3Xrd2febrBti5pNuRTVmra,SORA,GENERATIONS from EXILE TRIBE,42862,74.0,19,48,4,2018,1
71,3eR23VReFzcdmS7TYCrhCe,It Ain't Me (with Selena Gomez),Kygo,42364,120.0,19,64,49,2018,1
72,3B54sVLJ402zGa6Xm4YGNe,Unforgettable,French Montana,42165,138.0,19,18,66,2018,1
73,1NDxZ7cFAo481dtYWdrUnR,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,41186,100.0,18,29,27,2018,1
74,5KaplUYIDvsFe69z7UArVt,光榮之橋,Yuzu,41002,160.0,2,74,86,2018,1
75,6b8Be6ljOzmkOmFslEb23P,24K Magic,Bruno Mars,40614,101.0,19,75,26,2018,1
76,0V2axJ946WH1vt9t5SGMLV,Story,AI,40610,73.0,8,73,-3,2018,1
77,4PqDkR6YM80Sy590Qsy6mm,ハナミズキ,Yo Hitoto,39924,110.0,4,77,33,2018,1
78,3XqQ0lZWvh47ySXRQaEXso,Sukida,Little Glee Monster,39917,,1,78,new,2018,1
79,0Zbbxnx4SGGHoIow4PpISP,Stargazing,Kygo,39721,87.0,15,33,8,2018,1
80,1tkWfKfJqdqbY3oadsjXCf,鱗(うろこ),Motohiro Hata,39624,,1,80,new,2018,1
81,1XT0cpl9g0GuRQJao2nqXd,Kanzen kankaku Dreamer,ONE OK ROCK,39481,93.0,19,69,12,2018,1
82,2mfUa8bLs2s5N4VaqJZ4lZ,Most Girls,Hailee Steinfeld,39222,95.0,19,51,13,2018,1
83,6EpRaXYhGOB3fj4V2uDkMJ,Strip That Down,Liam Payne,38998,121.0,19,26,38,2018,1
84,2NgQV5lmGPPTTlrHXeAPJ7,Yasashisade Afureruyouni,Flower,38805,64.0,19,59,-20,2018,1
85,1louJpMmzEicAn7lzDalPW,No Promises (feat. Demi Lovato),Cheat Codes,38499,108.0,19,52,23,2018,1
86,6mrKP2jyIQmM0rw6fQryjr,Let You Down,NF,38431,83.0,12,52,-3,2018,1
87,0K4Wg6Pwx0cOuJkN8xvuto,MAGIC,AAA,38403,98.0,19,59,11,2018,1
88,5tz69p7tJuGPeMGwNTxYuV,1-800-273-8255,Logic,38330,146.0,19,27,58,2018,1
89,5k38wzpLb15YgncyWdTZE4,Him & I (with Halsey),G-Eazy,37738,102.0,3,67,13,2018,1
90,5C5m0n29iXtAg5cQZt6cEN,Love ☆ Queen,E-girls,37308,175.0,9,90,85,2018,1
91,3NdDpSvN911VPGivFlV5d0,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,37203,116.0,19,76,25,2018,1
92,7iDa6hUg2VgEL1o1HjmfBn,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,37147,103.0,8,55,11,2018,1
93,2rb5MvYT7ZIxbKW5hfcHx8,Mi Gente,J Balvin,37103,152.0,19,17,59,2018,1
94,5bcTCxgc7xVfSaMV3RuVke,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,36920,140.0,18,8,46,2018,1
95,10Le5UMzkGs2vb7Dna5vev,キラキラ,AI,36762,,1,95,new,2018,1
96,2wAf64UF5cK7mlAUfvVPl9,Tda'''Aitakute,EXILE,36694,76.0,19,76,-20,2018,1
97,1wjzFQodRWrPcQ0AnYnvQ9,I Like Me Better,Lauv,36546,104.0,19,28,7,2018,1
98,4AW9Fobw3ENnOFDKwKdq7Q,普通の今夜のことを ー let tonight be forever remembered ー,Daichi Miura,35529,126.0,11,80,28,2018,1
99,4R7QVSqBN0koJHcOL7PGb5,SIGNAL - Japanese ver.,TWICE,35413,164.0,19,44,65,2018,1
100,6U1HaCuOL1ZouGk0OEpEbS,HAPPY,J Soul Brothers III from EXILE TRIBE,35270,180.0,5,100,80,2018,1
101,1Eck97uRMlprKOOJN9oO1E,Good Life (with G-Eazy & Kehlani),G-Eazy,35164,130.0,19,101,29,2018,1
102,0nf8MexP7oxLci3BvumOR5,目抜き通り,Sheena Ringo,35134,,1,102,new,2018,1
103,6WbADFqMvR8N5u0BvtsWQE,Without You (feat. Sandro Cavazza),Avicii,34988,118.0,19,10,15,2018,1
104,5YP52gnoypy9H1jg5RIwUW,ロビンソン,SPITZ,34987,127.0,4,104,23,2018,1
105,23mknRzp3IpdyE9XULtv0B,Kimini Todoke,flumpool,34811,88.0,8,71,-17,2018,1
106,71bBFbfn2OBK5QwUJSLS44,More Than You Know,Axwell /\ Ingrosso,34705,158.0,3,106,52,2018,1
107,7Ed6BkggCS2KaKY5YlINaF,MIC Drop (feat. Desiigner) [Steve Aoki Remix],BTS,34417,109.0,6,37,2,2018,1
108,3hB5DgAiMAQ4DzYbsMq1IT,Love Yourself,Justin Bieber,34358,119.0,19,70,11,2018,1
109,0tKcYR2II1VCQWT79i5NrW,Thunder,Imagine Dragons,34040,161.0,19,47,52,2018,1
110,5RGf8qn1TBWVplLyyKUsuV,Blood Sweat & Tears,BTS,33874,113.0,18,110,3,2018,1
111,4pdPtRcBmOSQDlJ3Fk945m,Let Me Love You,DJ Snake,33479,150.0,19,111,39,2018,1
112,0wMfMGp7nz7JMNw7tei9f5,今宵の月のように,Elephant Kashimashi,33099,,1,112,new,2018,1
113,494OU6M7NOf4ICYb4zWCf5,Sugar,Maroon 5,33089,125.0,19,92,12,2018,1
114,6PCUP3dWmTjcTtXY02oFdT,Castle on the Hill,Ed Sheeran,33046,153.0,19,114,39,2018,1
115,5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,33023,136.0,19,115,21,2018,1
116,7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,Kendrick Lamar,32938,199.0,16,67,83,2018,1
117,3JrxNi0sQ1Lnx8eGonp3Ma,にじいろ,ayaka,32920,91.0,12,91,-26,2018,1
118,315z5bDr8oJ0OAxD3jQZmH,ひまわりの約束,Motohiro Hata,32623,80.0,18,66,-38,2018,1
119,6IcrwGdIvRsrImOnoYfG9Z,See You Again (feat. Charlie Puth),Wiz Khalifa,32168,128.0,19,113,9,2018,1
120,6RKE835qBUUneyOH1p0fnP,AM11:00,HY,32100,81.0,12,62,-39,2018,1
121,43ZyHQITOjhciSUUNPVRHc,Gucci Gang,Lil Pump,32073,131.0,13,64,10,2018,1
122,1bHgnjGsRCxlCxD5BobatI,"奏(かなで) - ARENA TOUR '07 ""W-ARENA""",Sukima Switch,32053,72.0,12,72,-50,2018,1
123,6875MeXyCW0wLyT72Eetmo,Starving,Hailee Steinfeld,32008,,17,123,re-enter,2018,1
124,1zsG4eaZmkA1dvjDDsAGLK,Échame La Culpa,Luis Fonsi,31992,111.0,7,44,-13,2018,1
125,2OqENlvR9PA6nRVptuQIFe,明日、また,[Alexandros],31804,114.0,5,114,-11,2018,1
126,68EMU2RD1ECNeOeJ5qAXCV,We Don't Talk Anymore,Charlie Puth,31753,133.0,19,96,7,2018,1
127,6Flllj0iIJPwXUpxL9KdxC,Choucho Musubi,Aimer,31677,82.0,14,60,-45,2018,1
128,4pLwZjInHj3SimIyN9SnOz,Side To Side,Ariana Grande,31383,135.0,19,77,7,2018,1
129,6g93YtKKHU2H1qIqhLIL0Y,Kataomoi,Aimer,31243,70.0,18,57,-59,2018,1
130,5nq1uTNIR1cBR72T87viS0,Go Go,BTS,30939,134.0,16,40,4,2018,1
131,1X2Zd5wKGbY1oKzb8dzJRy,Break Free,Ariana Grande,30857,145.0,19,87,14,2018,1
132,7Deab1qNhkyO5q6rXmVLkO,Dirty Work,Austin Mahone,30521,195.0,4,132,63,2018,1
133,1KT0xdIjm7t053xByACrrg,美女と野獣,Ariana Grande,30509,147.0,19,110,14,2018,1
134,6QgjcU0zLnzq5OrUoSZ3OK,Feel It Still,Portugal. The Man,30453,183.0,17,44,49,2018,1
135,0OlnLZY4cmQzT6ZGttvWBM,So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix,30274,,3,95,re-enter,2018,1
136,1wxv9H5qm2k6hzkcupoZF1,Jupiter,Little Glee Monster,30187,,2,136,re-enter,2018,1
137,4tCtwWceOPWzenK2HAIJSb,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,29796,142.0,19,95,5,2018,1
138,0ijT1F143SdGb45SQB3rHk,Milk Tea,Shota Shimizu,29638,89.0,19,58,-49,2018,1
139,7GX5flRQZVHRAGd6B4TmDO,XO Tour Llif3,Lil Uzi Vert,29554,,18,44,re-enter,2018,1
140,4Ls20opS0EzPb7NuA6F8VI,ハピネス,AI,29521,86.0,4,86,-54,2018,1
141,0cqRj7pUJDkTCEsJkx8snD,Shake It Off,Taylor Swift,29449,107.0,19,84,-34,2018,1
142,6DNtNfH8hXkqOX1sjqmI7p,Cold Water (feat. Justin Bieber & MØ),Major Lazer,29159,179.0,17,142,37,2018,1
143,6kex4EBAj0WHXDKZMEJaaF,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,29120,173.0,19,38,30,2018,1
144,1sCxVKWImDZSZKvG0U9B23,Bad Liar,Selena Gomez,29039,,7,138,re-enter,2018,1
145,5oWbdc6MKLm2y9HIGsSNPx,J.S.B. HAPPINESS,J SOUL BROTHERS III,29012,77.0,3,58,-68,2018,1
