,artist_id,year,country,artist_name,streams,song_name_x,genres,image
5059,6LuN9FCkKOj5PcnpouEgny,2017,united_states,Khalid,467657188,"['Location', 'Saved', 'Young Dumb & Broke', '8TEEN', 'American Teen', 'Shot Down']","[""['r&b', 'pop']""]",https://i.scdn.co/image/05da6a798c59e8ab7102d77c8deb79d67a1360ed
2768,3TVXtAsR1Inumwj472S9r4,2018,australia,Drake,151742922,"['Fake Love', 'Passionfruit', ""God's Plan"", 'Diplomatic Immunity', 'Nice For What', ""I'm Upset"", 'Nonstop', 'In My Feelings', 'Emotionless', 'Elevate', 'Survival', '8 Out Of 10', 'Mob Ties', 'Can’t Take A Joke', 'Sandra’s Rose', 'Summer Games', 'Finesse', 'Peak', 'That’s How You Feel', 'Jaded', 'Blue Tint', 'Is There More', 'Ratchet Happy Birthday', 'Final Fantasy', 'March 14']","[""['rap', 'pop rap', 'pop', 'hip hop']""]",https://i.scdn.co/image/012ecd119617ac24ab56620ace4b81735b172686
778,15UsOTVnJzReFVN1VCnxy4,2018,australia,XXXTENTACION,135030851,"['Jocelyn Flores', 'Everybody Dies In Their Nightmares', 'Revenge', 'Depression & Obsession', 'Carry On', 'Save Me', 'Look At Me!', 'SAD!', 'changes', 'Moonlight', 'the remedy for a broken heart (why am I so in love)', 'NUMB', 'Hope', 'going down!', 'ALONE, PART 3', 'Floor 555', 'before I close my eyes', 'love yourself (interlude)', ""I Don't Wanna Do This Anymore"", 'BAD!', 'whoa (mind in awe)', 'Guardian angel', 'I don’t let go', 'Train food', 'what are you so afraid of', 'STARING AT THE SKY', 'difference (interlude)']","[""['rap', 'hip hop']""]",https://i.scdn.co/image/942afa81f0a2298ead0c154fb7b4b606de48d9e6
1578,246dkjvS1zLTtiykXe5h60,2018,australia,Post Malone,129078460,"['White Iverson', 'Go Flex', 'I Fall Apart', 'No Option', 'Candy Paint', 'Better Now', 'Paranoid', 'Rich & Sad', 'Over Now', 'Stay', 'Zack And Codeine', ""Takin' Shots"", 'Otherside', '92 Explorer', 'Blame It On Me', 'Sugar Wraith', 'Jonestown (Interlude)', 'Wow.']","[""['rap']""]",https://i.scdn.co/image/93fec27f9aac86526b9010e882037afbda4e3d5f
5333,6eUKZXaKkcviH0Ku9w2n3V,2018,australia,Ed Sheeran,99365209,"['Thinking out Loud', 'Photograph', 'Shape of You', 'Castle on the Hill', 'The A Team', 'I See Fire - From ""The Hobbit - The Desolation Of Smaug""', 'Tenerife Sea', ""Don't"", 'How Would You Feel (Paean)', 'Galway Girl', 'Perfect', 'Happier', 'Dive', 'New Man', 'What Do I Know?', 'Supermarket Flowers', ""Hearts Don't Break Around Here"", 'Barcelona', 'Eraser', 'Nancy Mulligan']","[""['pop']""]",https://i.scdn.co/image/f55cab0739390cf3b2c2f773b9c779b2f0ae8a99
4859,66CXWjxzNUsdJxJ2JdwvnR,2018,australia,Ariana Grande,80217876,"['no tears left to cry', 'God is a woman', 'breathin', 'everytime', 'sweetener', 'R.E.M', 'pete davidson', 'goodnight n go', 'raindrops (an angel cried)', 'better off', 'successful', 'get well soon', 'thank u, next', 'Santa Tell Me', 'imagine']","[""['pop', 'dance pop']""]",https://i.scdn.co/image/b1dfbe843b0b9f54ab2e588f33e7637d2dab065a
3197,487N2T9nIPEHrlTZLL3SQs,2018,brazil,Zé Neto & Cristiano,507273254,"['Cadeira de Aço - Ao Vivo', 'Amigo Taxista', 'Largado As Traças - Acústico', 'Bebida Na Ferida - Acústico', 'Status Que Eu Não Queria - Acústico', 'A Gente Continua', 'A Gente Continua - Acústico', 'Novela das Nove - Acústico', 'Largado Às Traças - Ao Vivo', 'Status Que Eu Não Queria - Ao Vivo', 'A Gente Continua - Ao Vivo', 'Bebida Na Ferida - Ao Vivo', 'Armadura - Ao Vivo', 'Amor À Primeira Esquina - Ao Vivo', 'Novela das Nove - Ao Vivo', 'Grão de Arroz - Ao Vivo', 'Morador de Rua - Ao Vivo', 'Notificação Preferida - Ao Vivo', 'Derreter a Aliança - Ao Vivo', 'Ontem Era Eu - Ao Vivo', 'A Farra Perdeu Pro Amor - Ao Vivo', 'Diz aí - Ao Vivo', 'Mulher Maravilha - Ao Vivo']","[""['sertanejo']""]",https://i.scdn.co/image/3531ec9e2af75b0fbe04379ee8f2add3f3b3b497
1247,1elUiq4X7pxej6FRlrEzjM,2018,brazil,Jorge & Mateus,335847310,"['Paredes - Ao Vivo', 'Pra Sempre Com Você - Ao Vivo', 'Se o Amor Tiver Lugar', 'Medida Certa', 'Contrato', 'Propaganda - Ao Vivo', 'Trincadinho - Ao Vivo', 'Terra Sem CEP - Ao Vivo', 'Vale por Dez - Ao Vivo', 'Olhares Sinceros - Ao Vivo', 'Anjo Moderno - Ao Vivo', 'Bobinha - Ao Vivo', 'A Mil por Hora - Ao Vivo', 'Menina Maluquinha - Ao Vivo', 'Coração Calejado - Ao Vivo', 'Distante do Perfeito - Ao Vivo', 'Amor Turista - Ao Vivo', 'Inesperado - Ao Vivo', 'Três Pontinhos - Ao Vivo']","[""['sertanejo']""]",https://i.scdn.co/image/10922ac8c851362ca476e41dd0bc6a151c554333
1468,1yR65psqiazQpeM79CcGh8,2018,brazil,Marília Mendonça,236575812,"['Eu Sei de Cor - Ao Vivo | Acústico', 'Como Faz Com Ela - Ao Vivo', 'De Quem É a Culpa? - Ao Vivo', 'Amante Não Tem Lar - Ao Vivo', 'Coração Mal Assombrado', 'Ausência', 'Estranho', 'Parece Namoro', 'Estranho - Ao Vivo | Acústico', 'Ausência - Ao Vivo | Acústico', 'Coração Mal Assombrado - Ao Vivo | Acústico', 'Parece Namoro - Ao Vivo | Acústico', 'Ciumeira - Ao Vivo', 'Bem Pior Que Eu - Ao Vivo', 'Bye Bye - Ao Vivo', 'Sem Sal - Ao Vivo', 'Passa Mal - Ao Vivo', 'Bebi Liguei - Ao Vivo']","[""['sertanejo']""]",https://i.scdn.co/image/1f399aa92438efbbaad112193271dd52603ab913
3008,3p7PcrEHaaKLJnPUGOtRlT,2018,brazil,Henrique & Juliano,208697840,"['De Trás Pra Frente - Ao Vivo', 'Aquela Pessoa - Ao Vivo', 'Meu Amor - Ao Vivo', 'Mais Amor e Menos Drama - Ao Vivo', 'Vidinha de Balada - Ao Vivo', 'Quem Pegou, Pegou - Ao Vivo', 'Cidade Vizinha', 'Cidade Vizinha - Ao Vivo', 'Vai Que Bebereis - Ao Vivo', 'Desbeijar Minha Boca - Ao Vivo', 'Garrafas Vazias - Ao Vivo', 'Eu e a Saudade - Ao Vivo', 'Três Corações - Ao Vivo']","[""['sertanejo']""]",https://i.scdn.co/image/f9e65e111cbb16276d2c27dcdd5b8759b23f6d10
5920,7MiDcPa6UiV3In7lIM71IN,2018,brazil,Gusttavo Lima,192455723,"['Apelido Carinhoso', 'Mundo de Ilusões - Ao Vivo', 'Zé da Recaída', 'Zé da Recaída - Ao Vivo', 'Carrinho Na Areia - Ao Vivo', 'Respeita o Nosso Fim - Ao Vivo', 'Cem Mil - Ao Vivo', 'Sujeito - Ao Vivo', 'Conta Gotas - Ao Vivo', '10 Anos - Ao Vivo']","[""['sertanejo']""]",https://i.scdn.co/image/04055e9c513c6f7dc0bf8673d8e770b99506040d
2770,3TVXtAsR1Inumwj472S9r4,2018,canada,Drake,231407712,"['Fake Love', 'Passionfruit', 'Gyalchester', 'Signs', ""God's Plan"", 'Diplomatic Immunity', 'Nice For What', ""I'm Upset"", 'Nonstop', 'In My Feelings', 'Emotionless', 'Elevate', 'Survival', '8 Out Of 10', 'Mob Ties', 'Can’t Take A Joke', 'Sandra’s Rose', 'Summer Games', 'Finesse', 'Peak', 'That’s How You Feel', 'Jaded', 'Blue Tint', 'Is There More', 'Ratchet Happy Birthday', 'Final Fantasy', 'March 14']","[""['rap', 'pop rap', 'pop', 'hip hop']""]",https://i.scdn.co/image/012ecd119617ac24ab56620ace4b81735b172686
780,15UsOTVnJzReFVN1VCnxy4,2018,canada,XXXTENTACION,137127063,"['Jocelyn Flores', 'Everybody Dies In Their Nightmares', 'Revenge', 'Depression & Obsession', 'Carry On', 'Look At Me!', 'SAD!', 'changes', 'Moonlight', 'the remedy for a broken heart (why am I so in love)', 'NUMB', 'Hope', 'going down!', 'ALONE, PART 3', 'Floor 555', 'before I close my eyes', 'love yourself (interlude)', ""I Don't Wanna Do This Anymore"", 'BAD!', 'whoa (mind in awe)', 'Guardian angel', 'I don’t let go', 'Train food', 'what are you so afraid of', 'STARING AT THE SKY', 'difference (interlude)', 'schizophrenia']","[""['rap', 'hip hop']""]",https://i.scdn.co/image/942afa81f0a2298ead0c154fb7b4b606de48d9e6
1580,246dkjvS1zLTtiykXe5h60,2018,canada,Post Malone,130700844,"['White Iverson', 'Go Flex', 'I Fall Apart', 'Candy Paint', 'Better Now', 'Paranoid', 'Rich & Sad', 'Over Now', 'Stay', 'Zack And Codeine', ""Takin' Shots"", 'Otherside', '92 Explorer', 'Blame It On Me', 'Sugar Wraith', 'Jonestown (Interlude)', 'Wow.']","[""['rap']""]",https://i.scdn.co/image/93fec27f9aac86526b9010e882037afbda4e3d5f
410,0Y5tJX1MQlPlqiwlOH1tJY,2018,canada,Travis Scott,96304907,"['goosebumps', 'BUTTERFLY EFFECT', 'SICKO MODE', 'STARGAZING', 'WAKE UP', 'CAROUSEL', 'STOP TRYING TO BE GOD', 'R.I.P. SCREW', 'NO BYSTANDERS', 'YOSEMITE', ""CAN'T SAY"", '5% TINT', 'SKELETONS', 'NC-17', 'ASTROTHUNDER', 'WHO? WHAT!', 'HOUSTONFORNICATION', 'COFFEE BEAN']","[""['rap']""]",https://i.scdn.co/image/fec51156ed94b7ee30fbd4c7fd29b4a840e7daec
4861,66CXWjxzNUsdJxJ2JdwvnR,2018,canada,Ariana Grande,70697687,"['no tears left to cry', 'God is a woman', 'breathin', 'everytime', 'sweetener', 'R.E.M', 'pete davidson', 'goodnight n go', 'raindrops (an angel cried)', 'better off', 'successful', 'get well soon', 'thank u, next', 'Santa Tell Me', 'imagine', 'Last Christmas']","[""['pop', 'dance pop']""]",https://i.scdn.co/image/b1dfbe843b0b9f54ab2e588f33e7637d2dab065a
1933,2UwqpfQtNuhBwviIC0f2ie,2018,france,Damso,204148577,"['Amnésie', 'Α. Nwaar Is The New Black', 'Θ. Macarena', 'B. #QuedusaalVie', 'Γ. Mosaïque solitaire', 'Ε. Signaler', 'Ζ. Kietu', 'N. J Respect R', 'Tueurs', 'Fais-moi un Vie', 'CQFD', 'TieksVie', 'Mort', 'Mucho Dinero', 'Smeagol', 'Ipséité', 'Smog', 'Feu de bois', '60 années', 'Julien', 'Baltringue', 'Dix leurres', 'Même issue', 'Festival de rêves', 'Introduction (Damso / Lithopédion)', 'Aux paradis', 'William', 'NMI', 'Perplexe', 'Noir meilleur', 'Ipséité - Bonus Track', 'Tard la night', 'Humains - Bonus Track']","[""['rap', 'pop', 'hip hop']""]",https://i.scdn.co/image/a0caaef8c7400fb4a951c770760f9a4775f131fc
5165,6Te49r3A6f5BiIgBRxH7FH,2018,france,Ninho,113649343,"['Mamacita', 'Rose', ""Elle m'a eu"", 'Boîte auto', 'Coffrer', 'M.I.L.S 2.0', 'Fendi', 'Un Poco', 'Pavé', 'Mama No Cry', 'Bavard', 'PGP', 'Vrais', 'Chacun son tour', 'Violet', 'Bob']","[""['pop', 'hip hop']""]",https://i.scdn.co/image/3b11c1b82e510b866fa2e0935c9d9ab149d03407
5860,7IlRNXHjoOCgEAWN5qYksg,2018,france,Aya Nakamura,87858556,"['Djadja', 'Copines', 'La dot', 'Oula', 'Pompom', 'Pookie', 'Whine Up', 'Ça fait mal', 'Gangster', 'Faya', 'Dans ma bulle']","[""['electro']""]",https://i.scdn.co/image/d6223d308b51e16f9bb2796ccf7c69821b360e75
3914,4sbXXFzEWJY2zsZjelerjX,2018,france,Dadju,81699091,"['Reine', 'Oublie-le', ""Comme si de rien n'était"", 'Bob Marley', 'Lionne', 'Intuition', 'Déjà trouvé', 'Seconde chance', 'Christina', 'Jaloux', 'Mafuzzy Style', ""Tu n'es pas moi""]","[""['pop', 'francoton', 'hip hop']""]",https://i.scdn.co/image/76edb9f880baf8cb61f834263241edae017a340e
1352,1q7T9rFQ2a2ukA1PU51fo3,2018,france,Koba LaD,80484830,"['Rentable', 'Ténébreux #1', 'Train de vie', 'J’encaisse', 'La C', 'Oyé', 'Moments durs', 'Chambre 122', 'Honey', 'Suge', 'Tout', 'Everyday', 'Recul', 'Intro', 'Rachète', ""J'en veux"", 'ORgueilleux']","[""['rap', 'pop', 'hip hop']""]",https://i.scdn.co/image/29b255cdcfda47bc667cb8125753134c13681273
3596,4WZGDpNwrC0vNQyl9QzF7d,2018,germany,Capital Bra,167046157,"['Nur noch Gucci', '5 Songs in einer Nacht', 'One Night Stand', 'Berlin lebt', 'Giselle Bündchen', 'Ballert', 'Baba Flow', 'Glaub mir', 'Packen', 'Ja Bra 2', 'Was wollen die', 'Allein', 'Selbst verdient', 'Trikot von Turin', 'Ya Salam', 'Gucci Capi Tief', 'Feuer', 'Benzema']","[""['hip hop']""]",https://i.scdn.co/image/d03852fe340cb703676ef25a2e66368c788c4b95
2772,3TVXtAsR1Inumwj472S9r4,2018,germany,Drake,129541570,"[""God's Plan"", 'Diplomatic Immunity', 'Nice For What', ""I'm Upset"", 'Nonstop', 'In My Feelings', 'Emotionless', 'Elevate', 'Survival', '8 Out Of 10', 'Mob Ties', 'Can’t Take A Joke', 'Sandra’s Rose', 'Summer Games', 'Finesse', 'Peak', 'That’s How You Feel', 'Jaded', 'Blue Tint', 'Is There More', 'Ratchet Happy Birthday']","[""['rap', 'pop rap', 'pop', 'hip hop']""]",https://i.scdn.co/image/012ecd119617ac24ab56620ace4b81735b172686
782,15UsOTVnJzReFVN1VCnxy4,2018,germany,XXXTENTACION,101807439,"['Jocelyn Flores', 'Everybody Dies In Their Nightmares', 'Look At Me!', 'SAD!', 'changes', 'Moonlight', 'the remedy for a broken heart (why am I so in love)', 'NUMB', 'Hope', 'BAD!', 'whoa (mind in awe)', 'Guardian angel', 'I don’t let go']","[""['rap', 'hip hop']""]",https://i.scdn.co/image/942afa81f0a2298ead0c154fb7b4b606de48d9e6
199,0Dvx6p8JDyzeOPGmaCIH1L,2018,germany,RAF Camora,97776295,"['Primo', 'Andere Liga', 'Sag Nix', 'Gotham City', 'Corleone', 'Maserati', 'In meiner Zone 2.0']","[""['hip hop']""]",https://i.scdn.co/image/545705916303faf8bf52413dee30637c5b417e98
2540,3CJKkU0XuElRT1z8rEtIYg,2018,germany,Luciano,95001868,"['Vorankommen', 'Roli', 'Ballin', 'MoneyGram', 'Meer', 'Traube Minze', 'Gestern', 'Champion', 'Hayate', 'Maktub', 'Intro', 'Outro']","[""['hip hop']""]",https://i.scdn.co/image/528e9194627c6b21ba529589cd8b1fe9a1bc965d
2773,3TVXtAsR1Inumwj472S9r4,2018,global,Drake,3617550388,"['Passionfruit', ""God's Plan"", 'Diplomatic Immunity', 'Nice For What', ""I'm Upset"", 'Nonstop', 'In My Feelings', 'Emotionless', 'Elevate', 'Survival', '8 Out Of 10', 'Mob Ties', 'Can’t Take A Joke', 'Sandra’s Rose', 'Summer Games', 'Finesse', 'Peak', 'That’s How You Feel', 'Jaded', 'Blue Tint', 'Is There More', 'Ratchet Happy Birthday', 'Final Fantasy', 'March 14']","[""['rap', 'pop rap', 'pop', 'hip hop']""]",https://i.scdn.co/image/012ecd119617ac24ab56620ace4b81735b172686
783,15UsOTVnJzReFVN1VCnxy4,2018,global,XXXTENTACION,3200437590,"['Jocelyn Flores', 'Everybody Dies In Their Nightmares', 'Revenge', 'Depression & Obsession', 'Carry On', 'Save Me', 'Look At Me!', 'SAD!', 'changes', 'Moonlight', 'the remedy for a broken heart (why am I so in love)', 'NUMB', 'Hope', 'going down!', 'ALONE, PART 3', 'Floor 555', 'before I close my eyes', 'love yourself (interlude)', ""I Don't Wanna Do This Anymore"", 'BAD!', 'whoa (mind in awe)', 'Guardian angel', 'I don’t let go', 'Train food', 'what are you so afraid of', 'STARING AT THE SKY', 'difference (interlude)', 'schizophrenia']","[""['rap', 'hip hop']""]",https://i.scdn.co/image/942afa81f0a2298ead0c154fb7b4b606de48d9e6
1583,246dkjvS1zLTtiykXe5h60,2018,global,Post Malone,2198090817,"['White Iverson', 'Go Flex', 'I Fall Apart', 'Candy Paint', 'Better Now', 'Paranoid', 'Rich & Sad', 'Over Now', 'Stay', 'Zack And Codeine', ""Takin' Shots"", 'Otherside', '92 Explorer', 'Blame It On Me', 'Sugar Wraith', 'Jonestown (Interlude)', 'Wow.']","[""['rap']""]",https://i.scdn.co/image/93fec27f9aac86526b9010e882037afbda4e3d5f
4864,66CXWjxzNUsdJxJ2JdwvnR,2018,global,Ariana Grande,1683185507,"['no tears left to cry', 'God is a woman', 'breathin', 'everytime', 'sweetener', 'R.E.M', 'pete davidson', 'goodnight n go', 'raindrops (an angel cried)', 'better off', 'successful', 'get well soon', 'thank u, next', 'Santa Tell Me', 'imagine']","[""['pop', 'dance pop']""]",https://i.scdn.co/image/b1dfbe843b0b9f54ab2e588f33e7637d2dab065a
5338,6eUKZXaKkcviH0Ku9w2n3V,2018,global,Ed Sheeran,1640986930,"['Thinking out Loud', 'Photograph', 'Shape of You', 'Castle on the Hill', 'Galway Girl', 'Perfect', 'Happier']","[""['pop']""]",https://i.scdn.co/image/f55cab0739390cf3b2c2f773b9c779b2f0ae8a99
6124,7n2Ycct7Beij7Dj7meI4X0,2018,japan,TWICE,29469932,"['TT - Japanese ver.', 'TT', 'SIGNAL - Japanese ver.', 'CHEER UP - Japanese ver.', 'Like OOH-AHH - Japanese ver.', 'KNOCK KNOCK - Japanese ver.', 'CHEER UP', 'KNOCK KNOCK', 'Like OOH-AHH', 'One More Time', 'LIKEY', 'Heart Shaker', 'Merry & Happy', 'Candy Pop', 'What is Love?', 'Wake Me Up', 'Pink Lemonade', 'I WANT YOU BACK', 'Dance The Night Away', 'BDZ', 'STAY BY MY SIDE', 'YES or YES', 'SAY YOU LOVE ME', 'LALALA', 'The Best Thing I Ever Did']","[""['k-pop']""]",https://i.scdn.co/image/6b7377383979d8d8985786c1489503b356a55146
6081,7k73EtZwoPs516ZxE72KsO,2018,japan,ONE OK ROCK,22828327,"['Wherever you are', 'The Beginning', 'We Are', 'Kanzen kankaku Dreamer', 'Re:make', 'We are', 'Change', 'Clock Strikes', 'Taking Off', 'Stand Out Fit In', 'キミシダイ列車']","[""['j-rock', 'j-pop', 'emo', 'visual kei']""]",https://i.scdn.co/image/e7adafc800f54e5b500c4fcbea9953cb14e646a6
2001,2ZjWbNQAjL74Pf4aqikIz2,2018,japan,Shota Shimizu,20863724,"['My Boo', 'Dream', '君が好き', 'Because of You', 'Home', 'Fire', 'Milk Tea', 'Hanataba No Kawari Ni Melody Wo', 'Good Life', 'Friday', 'alone feat.SALU']","[""['r&b', 'j-pop']""]",https://i.scdn.co/image/b24ab96817962b20b162700dc00e2ffe1b285e73
4569,5kVZa4lFUmAQlBogl1fkd6,2018,japan,Aimyon,20048739,"['君はロックを聴かない', '愛を伝えたいだとか', 'マリーゴールド', '貴方解剖純愛歌〜死ね〜', '満月の夜なら', '生きていたんだよな', '今夜このまま', 'ふたりの世界', '漂白', 'マトリョーシカ']","[""['other', 'j-pop']""]",https://i.scdn.co/image/4bbf0bda70f8153c9083dec306af91cc54bf3c56
2692,3Nrfpe0tUJi4K4DXYWgMUX,2018,japan,BTS,17342312,"['DNA', 'FAKE LOVE', 'Airplane pt.2', 'Paradise', 'Love Maze', 'Magic Shop', 'Anpanman', 'IDOL', '134340', 'Intro: Singularity', 'Euphoria', 'Best Of Me', 'dimple', 'Go Go', 'MIC Drop', 'So What', 'Outro: Tear', ""I'm Fine"", 'Trivia 轉 : Seesaw', 'Trivia 起 : Just Dance', 'Serendipity (Full Length Edition)', 'Blood Sweat & Tears', 'Outro: Her', 'Not Today', 'Spring Day', 'DNA - Japanese ver.', ""Don't Leave Me"", 'Best Of Me - Japanese ver.', 'Go Go - Japanese ver.', 'Let Go', 'Crystal Snow', 'Answer : Love Myself', 'Epiphany', 'Trivia 承 : Love', 'FAKE LOVE (Rocking Vibe Mix)', 'FAKE LOVE - Japanese ver.']","[""['k-pop']""]",https://i.scdn.co/image/0c9057cb30520f9f883a220051260fc66a2f3ffa
2775,3TVXtAsR1Inumwj472S9r4,2018,united_kingdom,Drake,353329419,"['Fake Love', 'Passionfruit', 'Signs', ""God's Plan"", 'Diplomatic Immunity', 'Nice For What', ""I'm Upset"", 'Nonstop', 'In My Feelings', 'Emotionless', 'Elevate', 'Survival', '8 Out Of 10', 'Mob Ties', 'Can’t Take A Joke', 'Sandra’s Rose', 'Summer Games', 'Finesse', 'Peak', 'That’s How You Feel', 'Jaded', 'Blue Tint', 'Is There More', 'Ratchet Happy Birthday', 'Final Fantasy', 'March 14']","[""['rap', 'pop rap', 'pop', 'hip hop']""]",https://i.scdn.co/image/012ecd119617ac24ab56620ace4b81735b172686
4866,66CXWjxzNUsdJxJ2JdwvnR,2018,united_kingdom,Ariana Grande,186328702,"['One Last Time', 'no tears left to cry', 'God is a woman', 'breathin', 'everytime', 'sweetener', 'R.E.M', 'pete davidson', 'goodnight n go', 'raindrops (an angel cried)', 'better off', 'successful', 'get well soon', 'thank u, next', 'Santa Tell Me', 'imagine', 'Last Christmas', 'Snow In California']","[""['pop', 'dance pop']""]",https://i.scdn.co/image/b1dfbe843b0b9f54ab2e588f33e7637d2dab065a
785,15UsOTVnJzReFVN1VCnxy4,2018,united_kingdom,XXXTENTACION,183793229,"['Jocelyn Flores', 'Everybody Dies In Their Nightmares', 'Revenge', 'Depression & Obsession', 'Carry On', 'Look At Me!', 'SAD!', 'changes', 'Moonlight', 'the remedy for a broken heart (why am I so in love)', 'NUMB', 'Hope', 'going down!', 'ALONE, PART 3', 'Floor 555', 'before I close my eyes', 'BAD!', 'whoa (mind in awe)', 'Guardian angel', 'I don’t let go', 'Train food', 'what are you so afraid of', 'STARING AT THE SKY', 'difference (interlude)']","[""['rap', 'hip hop']""]",https://i.scdn.co/image/942afa81f0a2298ead0c154fb7b4b606de48d9e6
1585,246dkjvS1zLTtiykXe5h60,2018,united_kingdom,Post Malone,181623732,"['White Iverson', 'Go Flex', 'I Fall Apart', 'Candy Paint', 'Better Now', 'Paranoid', 'Rich & Sad', 'Over Now', 'Stay', 'Zack And Codeine', ""Takin' Shots"", 'Otherside', '92 Explorer', 'Blame It On Me', 'Sugar Wraith', 'Jonestown (Interlude)', 'Wow.']","[""['rap']""]",https://i.scdn.co/image/93fec27f9aac86526b9010e882037afbda4e3d5f
2337,2ysnwxxNtSgbb9t1m2Ur4j,2018,united_kingdom,George Ezra,148465905,"['Shotgun', 'Hold My Girl', 'White Christmas - Spotify Singles - Holiday, Recorded at Air Studios, London', 'Paradise', 'Budapest', 'Pretty Shining People', ""Don't Matter Now"", 'Get Away', 'All My Love', 'Sugarcoat', 'Only a Human', 'The Beautiful Dream']","[""['other', 'folk-pop', 'pop']""]",https://i.scdn.co/image/f145882e808633707759012c6417264f657304be
2776,3TVXtAsR1Inumwj472S9r4,2018,united_states,Drake,1755326672,"['Fake Love', 'Passionfruit', ""God's Plan"", 'Diplomatic Immunity', 'Nice For What', ""I'm Upset"", 'Nonstop', 'In My Feelings', 'Emotionless', 'Elevate', 'Survival', '8 Out Of 10', 'Mob Ties', 'Can’t Take A Joke', 'Sandra’s Rose', 'Summer Games', 'Finesse', 'Peak', 'That’s How You Feel', 'Jaded', 'Blue Tint', 'Is There More', 'Ratchet Happy Birthday', 'Final Fantasy', 'March 14']","[""['rap', 'pop rap', 'pop', 'hip hop']""]",https://i.scdn.co/image/012ecd119617ac24ab56620ace4b81735b172686
786,15UsOTVnJzReFVN1VCnxy4,2018,united_states,XXXTENTACION,1613842681,"['Jocelyn Flores', 'Everybody Dies In Their Nightmares', 'Revenge', 'Depression & Obsession', 'Carry On', 'Save Me', 'Look At Me!', 'SAD!', 'changes', 'Moonlight', 'the remedy for a broken heart (why am I so in love)', 'NUMB', 'Hope', 'going down!', 'ALONE, PART 3', 'Floor 555', 'before I close my eyes', 'love yourself (interlude)', ""I Don't Wanna Do This Anymore"", 'BAD!', 'whoa (mind in awe)', 'Guardian angel', 'I don’t let go', 'Train food', 'what are you so afraid of', 'STARING AT THE SKY', 'difference (interlude)', 'schizophrenia', 'Introduction (instructions)', 'Introduction']","[""['rap', 'hip hop']""]",https://i.scdn.co/image/942afa81f0a2298ead0c154fb7b4b606de48d9e6
1586,246dkjvS1zLTtiykXe5h60,2018,united_states,Post Malone,1267402433,"['White Iverson', 'Go Flex', 'I Fall Apart', 'No Option', 'Candy Paint', 'Better Now', 'Paranoid', 'Rich & Sad', 'Over Now', 'Stay', 'Zack And Codeine', ""Takin' Shots"", 'Otherside', '92 Explorer', 'Blame It On Me', 'Sugar Wraith', 'Jonestown (Interlude)', 'Wow.']","[""['rap']""]",https://i.scdn.co/image/93fec27f9aac86526b9010e882037afbda4e3d5f
416,0Y5tJX1MQlPlqiwlOH1tJY,2018,united_states,Travis Scott,865262152,"['goosebumps', 'BUTTERFLY EFFECT', 'SICKO MODE', 'STARGAZING', 'WAKE UP', 'CAROUSEL', 'STOP TRYING TO BE GOD', 'R.I.P. SCREW', 'NO BYSTANDERS', 'YOSEMITE', ""CAN'T SAY"", '5% TINT', 'SKELETONS', 'NC-17', 'ASTROTHUNDER', 'WHO? WHAT!', 'HOUSTONFORNICATION', 'COFFEE BEAN', 'beibs in the trap']","[""['rap']""]",https://i.scdn.co/image/fec51156ed94b7ee30fbd4c7fd29b4a840e7daec
3400,4MCBfE4596Uoi2O4DtmEMz,2018,united_states,Juice WRLD,682807014,"['Lucid Dreams', 'All Girls Are The Same', 'Lean Wit Me', 'Armed And Dangerous', 'Legends', 'Make It Back', 'Black & White']","[""['rap']""]",https://i.scdn.co/image/d8e62447a338a882b490460da20e90aac6d60ae7
5536,6qqNVTkY8uBg9cP3Jd7DAH,2019,australia,Billie Eilish,203263606,"['bellyache', 'you should see me in a crown', 'ocean eyes', ""when the party's over"", 'come out and play', 'idontwannabeyouanymore', 'WHEN I WAS OLDER - Music Inspired By The Film ROMA', 'bury a friend', 'my boy', 'wish you were gay', 'bad guy', 'all the good girls go to hell', 'xanny', 'my strange addiction', 'i love you', 'ilomilo', 'listen before i go', '8', 'goodbye', 'everything i wanted']","[""['pop', 'electropop']""]",https://i.scdn.co/image/2622edec99d68d1d141886be593c88cbe509f6d8
1587,246dkjvS1zLTtiykXe5h60,2019,australia,Post Malone,126628704,"['White Iverson', 'Go Flex', 'I Fall Apart', 'Better Now', 'Candy Paint', 'Wow.', 'Circles', 'Saint-Tropez', ""Hollywood's Bleeding"", 'A Thousand Bad Times', 'Allergic', ""I'm Gonna Be"", 'Myself', 'I Know', 'Internet']","[""['rap']""]",https://i.scdn.co/image/93fec27f9aac86526b9010e882037afbda4e3d5f
4868,66CXWjxzNUsdJxJ2JdwvnR,2019,australia,Ariana Grande,126157422,"['God is a woman', 'breathin', 'no tears left to cry', 'thank u, next', 'Santa Tell Me', 'imagine', '7 rings', ""break up with your girlfriend, i'm bored"", 'bloodline', 'needy', 'NASA', 'bad idea', 'fake smile', 'ghostin', 'in my head', 'make up']","[""['pop', 'dance pop']""]",https://i.scdn.co/image/b1dfbe843b0b9f54ab2e588f33e7637d2dab065a
1840,2NjfBq1NflQcKSeiDooVjY,2019,australia,Tones And I,95734774,"['Johnny Run Away', 'Dance Monkey', 'Never Seen the Rain', 'Jimmy', 'The Kids Are Coming']","[""['pop']""]",https://i.scdn.co/image/182e3f8f59a51783fe181f823c56f0565198c921
